ID,Pred
ID_00007165,cls_5
ID_00007166,cls_3
ID_00007167,cls_4
ID_00007168,cls_2
ID_00007169,cls_5
ID_00007170,cls_1
ID_00007171,cls_5
ID_00007172,cls_1
ID_00007173,cls_5
ID_00007174,cls_5
ID_00007175,cls_3
ID_00007176,cls_2
ID_00007177,cls_3
ID_00007178,cls_5
ID_00007179,cls_3
ID_00007180,cls_1
ID_00007181,cls_6
ID_00007182,cls_2
ID_00007183,cls_3
ID_00007184,cls_2
ID_00007185,cls_6
ID_00007186,cls_6
ID_00007187,cls_3
ID_00007188,cls_2
ID_00007189,cls_6
ID_00007190,cls_3
ID_00007191,cls_1
ID_00007192,cls_4
ID_00007193,cls_6
ID_00007194,cls_2
ID_00007195,cls_4
ID_00007196,cls_4
ID_00007197,cls_6
ID_00007198,cls_4
ID_00007199,cls_5
ID_00007200,cls_2
ID_00007201,cls_4
ID_00007202,cls_3
ID_00007203,cls_2
ID_00007204,cls_6
ID_00007205,cls_5
ID_00007206,cls_4
ID_00007207,cls_5
ID_00007208,cls_2
ID_00007209,cls_5
ID_00007210,cls_2
ID_00007211,cls_2
ID_00007212,cls_2
ID_00007213,cls_6
ID_00007214,cls_3
ID_00007215,cls_1
ID_00007216,cls_6
ID_00007217,cls_2
ID_00007218,cls_5
ID_00007219,cls_2
ID_00007220,cls_3
ID_00007221,cls_2
ID_00007222,cls_3
ID_00007223,cls_4
ID_00007224,cls_4
ID_00007225,cls_4
ID_00007226,cls_3
ID_00007227,cls_4
ID_00007228,cls_4
ID_00007229,cls_2
ID_00007230,cls_5
ID_00007231,cls_6
ID_00007232,cls_6
ID_00007233,cls_5
ID_00007234,cls_5
ID_00007235,cls_5
ID_00007236,cls_1
ID_00007237,cls_5
ID_00007238,cls_4
ID_00007239,cls_4
ID_00007240,cls_4
ID_00007241,cls_4
ID_00007242,cls_4
ID_00007243,cls_3
ID_00007244,cls_1
ID_00007245,cls_5
ID_00007246,cls_4
ID_00007247,cls_3
ID_00007248,cls_2
ID_00007249,cls_6
ID_00007250,cls_5
ID_00007251,cls_1
ID_00007252,cls_3
ID_00007253,cls_6
ID_00007254,cls_3
ID_00007255,cls_4
ID_00007256,cls_2
ID_00007257,cls_3
ID_00007258,cls_6
ID_00007259,cls_1
ID_00007260,cls_6
ID_00007261,cls_2
ID_00007262,cls_5
ID_00007263,cls_2
ID_00007264,cls_5
ID_00007265,cls_5
ID_00007266,cls_1
ID_00007267,cls_5
ID_00007268,cls_2
ID_00007269,cls_4
ID_00007270,cls_3
ID_00007271,cls_3
ID_00007272,cls_4
ID_00007273,cls_1
ID_00007274,cls_1
ID_00007275,cls_4
ID_00007276,cls_6
ID_00007277,cls_2
ID_00007278,cls_5
ID_00007279,cls_5
ID_00007280,cls_4
ID_00007281,cls_5
ID_00007282,cls_1
ID_00007283,cls_6
ID_00007284,cls_5
ID_00007285,cls_5
ID_00007286,cls_2
ID_00007287,cls_3
ID_00007288,cls_1
ID_00007289,cls_2
ID_00007290,cls_1
ID_00007291,cls_5
ID_00007292,cls_1
ID_00007293,cls_3
ID_00007294,cls_2
ID_00007295,cls_6
ID_00007296,cls_1
ID_00007297,cls_3
ID_00007298,cls_1
ID_00007299,cls_2
ID_00007300,cls_1
ID_00007301,cls_5
ID_00007302,cls_1
ID_00007303,cls_3
ID_00007304,cls_3
ID_00007305,cls_3
ID_00007306,cls_3
ID_00007307,cls_2
ID_00007308,cls_2
ID_00007309,cls_2
ID_00007310,cls_1
ID_00007311,cls_4
ID_00007312,cls_4
ID_00007313,cls_2
ID_00007314,cls_5
ID_00007315,cls_3
ID_00007316,cls_1
ID_00007317,cls_2
ID_00007318,cls_6
ID_00007319,cls_2
ID_00007320,cls_5
ID_00007321,cls_5
ID_00007322,cls_1
ID_00007323,cls_1
ID_00007324,cls_3
ID_00007325,cls_3
ID_00007326,cls_3
ID_00007327,cls_5
ID_00007328,cls_2
ID_00007329,cls_6
ID_00007330,cls_6
ID_00007331,cls_1
ID_00007332,cls_3
ID_00007333,cls_6
ID_00007334,cls_5
ID_00007335,cls_2
ID_00007336,cls_4
ID_00007337,cls_1
ID_00007338,cls_4
ID_00007339,cls_3
ID_00007340,cls_3
ID_00007341,cls_3
ID_00007342,cls_1
ID_00007343,cls_6
ID_00007344,cls_3
ID_00007345,cls_4
ID_00007346,cls_3
ID_00007347,cls_1
ID_00007348,cls_4
ID_00007349,cls_3
ID_00007350,cls_6
ID_00007351,cls_2
ID_00007352,cls_3
ID_00007353,cls_5
ID_00007354,cls_5
ID_00007355,cls_3
ID_00007356,cls_6
ID_00007357,cls_2
ID_00007358,cls_6
ID_00007359,cls_1
ID_00007360,cls_5
ID_00007361,cls_5
ID_00007362,cls_2
ID_00007363,cls_2
ID_00007364,cls_3
ID_00007365,cls_6
ID_00007366,cls_2
ID_00007367,cls_4
ID_00007368,cls_2
ID_00007369,cls_5
ID_00007370,cls_1
ID_00007371,cls_2
ID_00007372,cls_4
ID_00007373,cls_4
ID_00007374,cls_6
ID_00007375,cls_4
ID_00007376,cls_4
ID_00007377,cls_4
ID_00007378,cls_6
ID_00007379,cls_3
ID_00007380,cls_5
ID_00007381,cls_4
ID_00007382,cls_2
ID_00007383,cls_6
ID_00007384,cls_5
ID_00007385,cls_4
ID_00007386,cls_6
ID_00007387,cls_4
ID_00007388,cls_6
ID_00007389,cls_6
ID_00007390,cls_2
ID_00007391,cls_6
ID_00007392,cls_3
ID_00007393,cls_3
ID_00007394,cls_2
ID_00007395,cls_4
ID_00007396,cls_4
ID_00007397,cls_3
ID_00007398,cls_5
ID_00007399,cls_3
ID_00007400,cls_2
ID_00007401,cls_1
ID_00007402,cls_4
ID_00007403,cls_6
ID_00007404,cls_5
ID_00007405,cls_4
ID_00007406,cls_6
ID_00007407,cls_4
ID_00007408,cls_2
ID_00007409,cls_4
ID_00007410,cls_3
ID_00007411,cls_2
ID_00007412,cls_3
ID_00007413,cls_1
ID_00007414,cls_2
ID_00007415,cls_5
ID_00007416,cls_4
ID_00007417,cls_4
ID_00007418,cls_5
ID_00007419,cls_5
ID_00007420,cls_6
ID_00007421,cls_2
ID_00007422,cls_6
ID_00007423,cls_1
ID_00007424,cls_4
ID_00007425,cls_6
ID_00007426,cls_2
ID_00007427,cls_6
ID_00007428,cls_4
ID_00007429,cls_1
ID_00007430,cls_6
ID_00007431,cls_6
ID_00007432,cls_6
ID_00007433,cls_1
ID_00007434,cls_1
ID_00007435,cls_3
ID_00007436,cls_3
ID_00007437,cls_3
ID_00007438,cls_2
ID_00007439,cls_4
ID_00007440,cls_2
ID_00007441,cls_6
ID_00007442,cls_1
ID_00007443,cls_5
ID_00007444,cls_2
ID_00007445,cls_1
ID_00007446,cls_1
ID_00007447,cls_6
ID_00007448,cls_1
ID_00007449,cls_1
ID_00007450,cls_2
ID_00007451,cls_1
ID_00007452,cls_6
ID_00007453,cls_6
ID_00007454,cls_3
ID_00007455,cls_1
ID_00007456,cls_4
ID_00007457,cls_4
ID_00007458,cls_5
ID_00007459,cls_6
ID_00007460,cls_5
ID_00007461,cls_5
ID_00007462,cls_5
ID_00007463,cls_6
ID_00007464,cls_2
ID_00007465,cls_6
ID_00007466,cls_5
ID_00007467,cls_1
ID_00007468,cls_1
ID_00007469,cls_6
ID_00007470,cls_4
ID_00007471,cls_3
ID_00007472,cls_2
ID_00007473,cls_1
ID_00007474,cls_6
ID_00007475,cls_1
ID_00007476,cls_1
ID_00007477,cls_4
ID_00007478,cls_6
ID_00007479,cls_1
ID_00007480,cls_3
ID_00007481,cls_5
ID_00007482,cls_1
ID_00007483,cls_1
ID_00007484,cls_6
ID_00007485,cls_3
ID_00007486,cls_5
ID_00007487,cls_5
ID_00007488,cls_5
ID_00007489,cls_4
ID_00007490,cls_5
ID_00007491,cls_1
ID_00007492,cls_3
ID_00007493,cls_1
ID_00007494,cls_4
ID_00007495,cls_2
ID_00007496,cls_5
ID_00007497,cls_1
ID_00007498,cls_5
ID_00007499,cls_3
ID_00007500,cls_6
ID_00007501,cls_3
ID_00007502,cls_1
ID_00007503,cls_3
ID_00007504,cls_6
ID_00007505,cls_2
ID_00007506,cls_4
ID_00007507,cls_6
ID_00007508,cls_4
ID_00007509,cls_5
ID_00007510,cls_3
ID_00007511,cls_5
ID_00007512,cls_5
ID_00007513,cls_3
ID_00007514,cls_1
ID_00007515,cls_5
ID_00007516,cls_3
ID_00007517,cls_4
ID_00007518,cls_3
ID_00007519,cls_3
ID_00007520,cls_3
ID_00007521,cls_3
ID_00007522,cls_3
ID_00007523,cls_2
ID_00007524,cls_1
ID_00007525,cls_6
ID_00007526,cls_2
ID_00007527,cls_2
ID_00007528,cls_5
ID_00007529,cls_1
ID_00007530,cls_5
ID_00007531,cls_2
ID_00007532,cls_2
ID_00007533,cls_3
ID_00007534,cls_3
ID_00007535,cls_3
ID_00007536,cls_6
ID_00007537,cls_2
ID_00007538,cls_2
ID_00007539,cls_1
ID_00007540,cls_6
ID_00007541,cls_4
ID_00007542,cls_5
ID_00007543,cls_4
ID_00007544,cls_4
ID_00007545,cls_2
ID_00007546,cls_4
ID_00007547,cls_6
ID_00007548,cls_1
ID_00007549,cls_6
ID_00007550,cls_2
ID_00007551,cls_1
ID_00007552,cls_4
ID_00007553,cls_1
ID_00007554,cls_2
ID_00007555,cls_2
ID_00007556,cls_2
ID_00007557,cls_6
ID_00007558,cls_2
ID_00007559,cls_5
ID_00007560,cls_1
ID_00007561,cls_2
ID_00007562,cls_5
ID_00007563,cls_4
ID_00007564,cls_6
ID_00007565,cls_6
ID_00007566,cls_4
ID_00007567,cls_5
ID_00007568,cls_2
ID_00007569,cls_6
ID_00007570,cls_4
ID_00007571,cls_2
ID_00007572,cls_6
ID_00007573,cls_6
ID_00007574,cls_5
ID_00007575,cls_2
ID_00007576,cls_4
ID_00007577,cls_1
ID_00007578,cls_1
ID_00007579,cls_4
ID_00007580,cls_2
ID_00007581,cls_1
ID_00007582,cls_4
ID_00007583,cls_6
ID_00007584,cls_1
ID_00007585,cls_3
ID_00007586,cls_6
ID_00007587,cls_2
ID_00007588,cls_1
ID_00007589,cls_6
ID_00007590,cls_4
ID_00007591,cls_1
ID_00007592,cls_3
ID_00007593,cls_4
ID_00007594,cls_2
ID_00007595,cls_2
ID_00007596,cls_3
ID_00007597,cls_5
ID_00007598,cls_3
ID_00007599,cls_5
ID_00007600,cls_4
ID_00007601,cls_1
ID_00007602,cls_1
ID_00007603,cls_4
ID_00007604,cls_6
ID_00007605,cls_1
ID_00007606,cls_6
ID_00007607,cls_2
ID_00007608,cls_6
ID_00007609,cls_1
ID_00007610,cls_1
ID_00007611,cls_1
ID_00007612,cls_2
ID_00007613,cls_1
ID_00007614,cls_5
ID_00007615,cls_2
ID_00007616,cls_2
ID_00007617,cls_5
ID_00007618,cls_5
ID_00007619,cls_6
ID_00007620,cls_1
ID_00007621,cls_1
ID_00007622,cls_1
ID_00007623,cls_2
ID_00007624,cls_3
ID_00007625,cls_3
ID_00007626,cls_1
ID_00007627,cls_4
ID_00007628,cls_6
ID_00007629,cls_5
ID_00007630,cls_5
ID_00007631,cls_5
ID_00007632,cls_5
ID_00007633,cls_5
ID_00007634,cls_1
ID_00007635,cls_3
ID_00007636,cls_6
ID_00007637,cls_4
ID_00007638,cls_3
ID_00007639,cls_3
ID_00007640,cls_3
ID_00007641,cls_6
ID_00007642,cls_4
ID_00007643,cls_4
ID_00007644,cls_1
ID_00007645,cls_2
ID_00007646,cls_2
ID_00007647,cls_1
ID_00007648,cls_6
ID_00007649,cls_2
ID_00007650,cls_5
ID_00007651,cls_2
ID_00007652,cls_5
ID_00007653,cls_3
ID_00007654,cls_5
ID_00007655,cls_3
ID_00007656,cls_6
ID_00007657,cls_1
ID_00007658,cls_2
ID_00007659,cls_5
ID_00007660,cls_3
ID_00007661,cls_4
ID_00007662,cls_2
ID_00007663,cls_2
ID_00007664,cls_6
ID_00007665,cls_2
ID_00007666,cls_2
ID_00007667,cls_2
ID_00007668,cls_1
ID_00007669,cls_6
ID_00007670,cls_4
ID_00007671,cls_4
ID_00007672,cls_2
ID_00007673,cls_3
ID_00007674,cls_2
ID_00007675,cls_1
ID_00007676,cls_3
ID_00007677,cls_2
ID_00007678,cls_6
ID_00007679,cls_2
ID_00007680,cls_1
ID_00007681,cls_6
ID_00007682,cls_1
ID_00007683,cls_5
ID_00007684,cls_3
ID_00007685,cls_3
ID_00007686,cls_5
ID_00007687,cls_5
ID_00007688,cls_2
ID_00007689,cls_4
ID_00007690,cls_6
ID_00007691,cls_2
ID_00007692,cls_4
ID_00007693,cls_6
ID_00007694,cls_2
ID_00007695,cls_3
ID_00007696,cls_4
ID_00007697,cls_1
ID_00007698,cls_6
ID_00007699,cls_3
ID_00007700,cls_1
ID_00007701,cls_3
ID_00007702,cls_2
ID_00007703,cls_1
ID_00007704,cls_6
ID_00007705,cls_2
ID_00007706,cls_3
ID_00007707,cls_5
ID_00007708,cls_2
ID_00007709,cls_1
ID_00007710,cls_2
ID_00007711,cls_5
ID_00007712,cls_4
ID_00007713,cls_1
ID_00007714,cls_6
ID_00007715,cls_3
ID_00007716,cls_1
ID_00007717,cls_2
ID_00007718,cls_5
ID_00007719,cls_6
ID_00007720,cls_5
ID_00007721,cls_1
ID_00007722,cls_1
ID_00007723,cls_3
ID_00007724,cls_3
ID_00007725,cls_4
ID_00007726,cls_6
ID_00007727,cls_2
ID_00007728,cls_4
ID_00007729,cls_2
ID_00007730,cls_3
ID_00007731,cls_6
ID_00007732,cls_1
ID_00007733,cls_1
ID_00007734,cls_1
ID_00007735,cls_4
ID_00007736,cls_5
ID_00007737,cls_2
ID_00007738,cls_5
ID_00007739,cls_5
ID_00007740,cls_3
ID_00007741,cls_2
ID_00007742,cls_4
ID_00007743,cls_5
ID_00007744,cls_1
ID_00007745,cls_2
ID_00007746,cls_6
ID_00007747,cls_3
ID_00007748,cls_4
ID_00007749,cls_4
ID_00007750,cls_1
ID_00007751,cls_2
ID_00007752,cls_3
ID_00007753,cls_5
ID_00007754,cls_5
ID_00007755,cls_5
ID_00007756,cls_6
ID_00007757,cls_6
ID_00007758,cls_5
ID_00007759,cls_4
ID_00007760,cls_5
ID_00007761,cls_6
ID_00007762,cls_6
ID_00007763,cls_5
ID_00007764,cls_4
ID_00007765,cls_6
ID_00007766,cls_6
ID_00007767,cls_3
ID_00007768,cls_6
ID_00007769,cls_5
ID_00007770,cls_6
ID_00007771,cls_6
ID_00007772,cls_3
ID_00007773,cls_3
ID_00007774,cls_3
ID_00007775,cls_5
ID_00007776,cls_2
ID_00007777,cls_6
ID_00007778,cls_1
ID_00007779,cls_2
ID_00007780,cls_2
ID_00007781,cls_5
ID_00007782,cls_5
ID_00007783,cls_2
ID_00007784,cls_1
ID_00007785,cls_1
ID_00007786,cls_4
ID_00007787,cls_6
ID_00007788,cls_5
ID_00007789,cls_1
ID_00007790,cls_6
ID_00007791,cls_2
ID_00007792,cls_2
ID_00007793,cls_5
ID_00007794,cls_5
ID_00007795,cls_1
ID_00007796,cls_4
ID_00007797,cls_1
ID_00007798,cls_5
ID_00007799,cls_6
ID_00007800,cls_2
ID_00007801,cls_5
ID_00007802,cls_6
ID_00007803,cls_4
ID_00007804,cls_1
ID_00007805,cls_3
ID_00007806,cls_5
ID_00007807,cls_5
ID_00007808,cls_1
ID_00007809,cls_1
ID_00007810,cls_1
ID_00007811,cls_5
ID_00007812,cls_3
ID_00007813,cls_5
ID_00007814,cls_5
ID_00007815,cls_5
ID_00007816,cls_5
ID_00007817,cls_5
ID_00007818,cls_1
ID_00007819,cls_3
ID_00007820,cls_2
ID_00007821,cls_3
ID_00007822,cls_6
ID_00007823,cls_3
ID_00007824,cls_1
ID_00007825,cls_2
ID_00007826,cls_6
ID_00007827,cls_4
ID_00007828,cls_4
ID_00007829,cls_6
ID_00007830,cls_6
ID_00007831,cls_1
ID_00007832,cls_3
ID_00007833,cls_2
ID_00007834,cls_3
ID_00007835,cls_6
ID_00007836,cls_3
ID_00007837,cls_1
ID_00007838,cls_6
ID_00007839,cls_2
ID_00007840,cls_6
ID_00007841,cls_5
ID_00007842,cls_6
ID_00007843,cls_2
ID_00007844,cls_3
ID_00007845,cls_4
ID_00007846,cls_1
ID_00007847,cls_6
ID_00007848,cls_4
ID_00007849,cls_1
ID_00007850,cls_1
ID_00007851,cls_1
ID_00007852,cls_6
ID_00007853,cls_2
ID_00007854,cls_3
ID_00007855,cls_4
ID_00007856,cls_4
ID_00007857,cls_1
ID_00007858,cls_1
ID_00007859,cls_2
ID_00007860,cls_5
ID_00007861,cls_2
ID_00007862,cls_1
ID_00007863,cls_2
ID_00007864,cls_2
ID_00007865,cls_3
ID_00007866,cls_6
ID_00007867,cls_1
ID_00007868,cls_6
ID_00007869,cls_4
ID_00007870,cls_1
ID_00007871,cls_5
ID_00007872,cls_3
ID_00007873,cls_5
ID_00007874,cls_3
ID_00007875,cls_5
ID_00007876,cls_2
ID_00007877,cls_1
ID_00007878,cls_1
ID_00007879,cls_6
ID_00007880,cls_5
ID_00007881,cls_5
ID_00007882,cls_5
ID_00007883,cls_1
ID_00007884,cls_1
ID_00007885,cls_6
ID_00007886,cls_2
ID_00007887,cls_6
ID_00007888,cls_4
ID_00007889,cls_6
ID_00007890,cls_6
ID_00007891,cls_6
ID_00007892,cls_2
ID_00007893,cls_5
ID_00007894,cls_1
ID_00007895,cls_3
ID_00007896,cls_2
ID_00007897,cls_4
ID_00007898,cls_2
ID_00007899,cls_1
ID_00007900,cls_6
ID_00007901,cls_4
ID_00007902,cls_2
ID_00007903,cls_2
ID_00007904,cls_3
ID_00007905,cls_6
ID_00007906,cls_1
ID_00007907,cls_3
ID_00007908,cls_3
ID_00007909,cls_4
ID_00007910,cls_2
ID_00007911,cls_4
ID_00007912,cls_6
ID_00007913,cls_5
ID_00007914,cls_2
ID_00007915,cls_2
ID_00007916,cls_1
ID_00007917,cls_3
ID_00007918,cls_2
ID_00007919,cls_2
ID_00007920,cls_3
ID_00007921,cls_1
ID_00007922,cls_2
ID_00007923,cls_1
ID_00007924,cls_3
ID_00007925,cls_5
ID_00007926,cls_6
ID_00007927,cls_3
ID_00007928,cls_4
ID_00007929,cls_6
ID_00007930,cls_2
ID_00007931,cls_3
ID_00007932,cls_4
ID_00007933,cls_6
ID_00007934,cls_3
ID_00007935,cls_2
ID_00007936,cls_1
ID_00007937,cls_5
ID_00007938,cls_3
ID_00007939,cls_4
ID_00007940,cls_2
ID_00007941,cls_4
ID_00007942,cls_3
ID_00007943,cls_3
ID_00007944,cls_6
ID_00007945,cls_2
ID_00007946,cls_3
ID_00007947,cls_3
ID_00007948,cls_1
ID_00007949,cls_6
ID_00007950,cls_4
ID_00007951,cls_6
ID_00007952,cls_1
ID_00007953,cls_6
ID_00007954,cls_2
ID_00007955,cls_6
ID_00007956,cls_2
ID_00007957,cls_2
ID_00007958,cls_1
ID_00007959,cls_1
ID_00007960,cls_4
ID_00007961,cls_1
ID_00007962,cls_4
ID_00007963,cls_5
ID_00007964,cls_3
ID_00007965,cls_2
ID_00007966,cls_4
ID_00007967,cls_5
ID_00007968,cls_4
ID_00007969,cls_6
ID_00007970,cls_5
ID_00007971,cls_4
ID_00007972,cls_6
ID_00007973,cls_1
ID_00007974,cls_3
ID_00007975,cls_3
ID_00007976,cls_1
ID_00007977,cls_4
ID_00007978,cls_5
ID_00007979,cls_4
ID_00007980,cls_6
ID_00007981,cls_1
ID_00007982,cls_3
ID_00007983,cls_4
ID_00007984,cls_1
ID_00007985,cls_2
ID_00007986,cls_1
ID_00007987,cls_6
ID_00007988,cls_3
ID_00007989,cls_2
ID_00007990,cls_4
ID_00007991,cls_1
ID_00007992,cls_2
ID_00007993,cls_5
ID_00007994,cls_6
ID_00007995,cls_2
ID_00007996,cls_2
ID_00007997,cls_6
ID_00007998,cls_1
ID_00007999,cls_2
ID_00008000,cls_4
ID_00008001,cls_4
ID_00008002,cls_3
ID_00008003,cls_4
ID_00008004,cls_2
ID_00008005,cls_3
ID_00008006,cls_3
ID_00008007,cls_4
ID_00008008,cls_3
ID_00008009,cls_1
ID_00008010,cls_3
ID_00008011,cls_6
ID_00008012,cls_2
ID_00008013,cls_2
ID_00008014,cls_4
ID_00008015,cls_6
ID_00008016,cls_2
ID_00008017,cls_2
ID_00008018,cls_4
ID_00008019,cls_4
ID_00008020,cls_4
ID_00008021,cls_2
ID_00008022,cls_5
ID_00008023,cls_1
ID_00008024,cls_4
ID_00008025,cls_6
ID_00008026,cls_6
ID_00008027,cls_6
ID_00008028,cls_2
ID_00008029,cls_2
ID_00008030,cls_4
ID_00008031,cls_4
ID_00008032,cls_2
ID_00008033,cls_2
ID_00008034,cls_1
ID_00008035,cls_3
ID_00008036,cls_3
ID_00008037,cls_3
ID_00008038,cls_3
ID_00008039,cls_4
ID_00008040,cls_2
ID_00008041,cls_3
ID_00008042,cls_4
ID_00008043,cls_2
ID_00008044,cls_6
ID_00008045,cls_2
ID_00008046,cls_1
ID_00008047,cls_3
ID_00008048,cls_6
ID_00008049,cls_6
ID_00008050,cls_4
ID_00008051,cls_2
ID_00008052,cls_4
ID_00008053,cls_3
ID_00008054,cls_2
ID_00008055,cls_1
ID_00008056,cls_5
ID_00008057,cls_3
ID_00008058,cls_3
ID_00008059,cls_3
ID_00008060,cls_4
ID_00008061,cls_1
ID_00008062,cls_3
ID_00008063,cls_4
ID_00008064,cls_5
ID_00008065,cls_6
ID_00008066,cls_5
ID_00008067,cls_6
ID_00008068,cls_1
ID_00008069,cls_3
ID_00008070,cls_6
ID_00008071,cls_1
ID_00008072,cls_1
ID_00008073,cls_6
ID_00008074,cls_6
ID_00008075,cls_6
ID_00008076,cls_6
ID_00008077,cls_5
ID_00008078,cls_4
ID_00008079,cls_2
ID_00008080,cls_5
ID_00008081,cls_5
ID_00008082,cls_1
ID_00008083,cls_1
ID_00008084,cls_5
ID_00008085,cls_4
ID_00008086,cls_1
ID_00008087,cls_2
ID_00008088,cls_5
ID_00008089,cls_5
ID_00008090,cls_5
ID_00008091,cls_2
ID_00008092,cls_6
ID_00008093,cls_5
ID_00008094,cls_2
ID_00008095,cls_3
ID_00008096,cls_1
ID_00008097,cls_6
ID_00008098,cls_2
ID_00008099,cls_2
ID_00008100,cls_2
ID_00008101,cls_3
ID_00008102,cls_3
ID_00008103,cls_6
ID_00008104,cls_5
ID_00008105,cls_5
ID_00008106,cls_5
ID_00008107,cls_2
ID_00008108,cls_5
ID_00008109,cls_1
ID_00008110,cls_5
ID_00008111,cls_2
ID_00008112,cls_6
ID_00008113,cls_4
ID_00008114,cls_3
ID_00008115,cls_2
ID_00008116,cls_1
ID_00008117,cls_2
ID_00008118,cls_1
ID_00008119,cls_2
ID_00008120,cls_2
ID_00008121,cls_6
ID_00008122,cls_2
ID_00008123,cls_2
ID_00008124,cls_6
ID_00008125,cls_4
ID_00008126,cls_5
ID_00008127,cls_3
ID_00008128,cls_6
ID_00008129,cls_4
ID_00008130,cls_5
ID_00008131,cls_6
ID_00008132,cls_6
ID_00008133,cls_2
ID_00008134,cls_3
ID_00008135,cls_1
ID_00008136,cls_6
ID_00008137,cls_3
ID_00008138,cls_6
ID_00008139,cls_2
ID_00008140,cls_1
ID_00008141,cls_1
ID_00008142,cls_6
ID_00008143,cls_6
ID_00008144,cls_6
ID_00008145,cls_4
ID_00008146,cls_1
ID_00008147,cls_6
ID_00008148,cls_5
ID_00008149,cls_4
ID_00008150,cls_5
ID_00008151,cls_4
ID_00008152,cls_5
ID_00008153,cls_4
ID_00008154,cls_6
ID_00008155,cls_2
ID_00008156,cls_2
ID_00008157,cls_6
ID_00008158,cls_6
ID_00008159,cls_4
ID_00008160,cls_1
ID_00008161,cls_6
ID_00008162,cls_6
ID_00008163,cls_1
ID_00008164,cls_1
ID_00008165,cls_6
ID_00008166,cls_4
ID_00008167,cls_3
ID_00008168,cls_6
ID_00008169,cls_5
ID_00008170,cls_4
ID_00008171,cls_3
ID_00008172,cls_4
ID_00008173,cls_1
ID_00008174,cls_3
ID_00008175,cls_2
ID_00008176,cls_3
ID_00008177,cls_6
ID_00008178,cls_3
ID_00008179,cls_6
ID_00008180,cls_4
ID_00008181,cls_5
ID_00008182,cls_6
ID_00008183,cls_5
ID_00008184,cls_1
ID_00008185,cls_6
ID_00008186,cls_3
ID_00008187,cls_1
ID_00008188,cls_4
ID_00008189,cls_2
ID_00008190,cls_2
ID_00008191,cls_4
ID_00008192,cls_5
ID_00008193,cls_2
ID_00008194,cls_3
ID_00008195,cls_5
ID_00008196,cls_5
ID_00008197,cls_6
ID_00008198,cls_6
ID_00008199,cls_6
ID_00008200,cls_5
ID_00008201,cls_6
ID_00008202,cls_1
ID_00008203,cls_1
ID_00008204,cls_3
ID_00008205,cls_2
ID_00008206,cls_2
ID_00008207,cls_2
ID_00008208,cls_3
ID_00008209,cls_6
ID_00008210,cls_4
ID_00008211,cls_4
ID_00008212,cls_5
ID_00008213,cls_3
ID_00008214,cls_2
ID_00008215,cls_6
ID_00008216,cls_3
ID_00008217,cls_2
ID_00008218,cls_2
ID_00008219,cls_4
ID_00008220,cls_4
ID_00008221,cls_2
ID_00008222,cls_5
ID_00008223,cls_4
ID_00008224,cls_2
ID_00008225,cls_6
ID_00008226,cls_6
ID_00008227,cls_6
ID_00008228,cls_2
ID_00008229,cls_4
ID_00008230,cls_5
ID_00008231,cls_5
ID_00008232,cls_3
ID_00008233,cls_2
ID_00008234,cls_4
ID_00008235,cls_3
ID_00008236,cls_6
ID_00008237,cls_1
ID_00008238,cls_6
ID_00008239,cls_3
ID_00008240,cls_5
ID_00008241,cls_2
ID_00008242,cls_6
ID_00008243,cls_2
ID_00008244,cls_4
ID_00008245,cls_4
ID_00008246,cls_2
ID_00008247,cls_3
ID_00008248,cls_4
ID_00008249,cls_1
ID_00008250,cls_5
ID_00008251,cls_6
ID_00008252,cls_5
ID_00008253,cls_1
ID_00008254,cls_2
ID_00008255,cls_3
ID_00008256,cls_1
ID_00008257,cls_5
ID_00008258,cls_6
ID_00008259,cls_6
ID_00008260,cls_2
ID_00008261,cls_3
ID_00008262,cls_1
ID_00008263,cls_4
ID_00008264,cls_6
ID_00008265,cls_6
ID_00008266,cls_3
ID_00008267,cls_3
ID_00008268,cls_4
ID_00008269,cls_1
ID_00008270,cls_3
ID_00008271,cls_1
ID_00008272,cls_5
ID_00008273,cls_1
ID_00008274,cls_5
ID_00008275,cls_3
ID_00008276,cls_6
ID_00008277,cls_6
ID_00008278,cls_2
ID_00008279,cls_6
ID_00008280,cls_4
ID_00008281,cls_1
ID_00008282,cls_5
ID_00008283,cls_1
ID_00008284,cls_6
ID_00008285,cls_1
ID_00008286,cls_2
ID_00008287,cls_1
ID_00008288,cls_6
ID_00008289,cls_6
ID_00008290,cls_3
ID_00008291,cls_1
ID_00008292,cls_2
ID_00008293,cls_2
ID_00008294,cls_3
ID_00008295,cls_3
ID_00008296,cls_1
ID_00008297,cls_6
ID_00008298,cls_5
ID_00008299,cls_6
ID_00008300,cls_6
ID_00008301,cls_6
ID_00008302,cls_2
ID_00008303,cls_5
ID_00008304,cls_2
ID_00008305,cls_3
ID_00008306,cls_1
ID_00008307,cls_1
ID_00008308,cls_5
ID_00008309,cls_5
ID_00008310,cls_4
ID_00008311,cls_3
ID_00008312,cls_6
ID_00008313,cls_6
ID_00008314,cls_4
ID_00008315,cls_6
ID_00008316,cls_3
ID_00008317,cls_1
ID_00008318,cls_6
ID_00008319,cls_1
ID_00008320,cls_3
ID_00008321,cls_4
ID_00008322,cls_2
ID_00008323,cls_1
ID_00008324,cls_1
ID_00008325,cls_4
ID_00008326,cls_6
ID_00008327,cls_5
ID_00008328,cls_2
ID_00008329,cls_1
ID_00008330,cls_3
